step,time_s,lin_vel_x,lin_vel_y,lin_vel_z,ang_vel_x,ang_vel_y,ang_vel_z,roll,pitch,lon_flap,lat_flap,pos_err_y,norm_state_0,norm_state_1,norm_state_2,norm_state_3,norm_state_4,norm_state_5,norm_state_6,norm_state_7,norm_state_8,norm_state_9,norm_state_10,collective,lateral_cyclic,longitudinal_cyclic,tail_rotor_cyclic
304,5.0833445,0.03790559,-0.10414165,0.10166075,-0.004823235,0.07935208,-0.0026505806,-0.00015203646,0.05676103,0.0020147432,-0.01235367,-0.05011853,0.037887443,-0.10376679,0.101311974,-0.009646171,0.15738502,-0.0053011114,-0.0002533941,0.094320506,0.0040294644,-0.024702314,-0.050076608,0.99975777,0.42240986,-0.045956284,0.99758315
305,5.1000113,0.037346713,-0.02748822,0.094699964,-0.013402173,0.06466281,-0.0030503313,-0.00014175681,0.056537814,-0.0011789373,0.0148307625,-0.05066521,0.03732936,-0.027481299,0.094417885,-0.02679793,0.1286094,-0.0061005866,-0.00023626134,0.09395178,-0.00235787,0.02965283,-0.050621904,0.98708236,-0.19283894,0.0133412015,0.9807389
306,5.116678,0.03758232,0.049151555,0.08122408,-0.0031030292,0.050107665,-0.0028164142,-0.00014145137,0.05648622,-0.00012786267,-0.00029801298,-0.04992384,0.037564635,0.04911201,0.081045926,-0.006205979,0.09988118,-0.005632769,-0.00023575228,0.09386654,-0.00025572535,-0.0005960259,-0.049882405,0.4884141,0.35321087,0.03745058,0.6499135
307,5.133345,0.037586786,0.12427165,0.071685426,-0.0033099826,0.036224388,-0.0027910443,-0.00015384513,0.056431137,0.0019136558,0.019166503,-0.047923427,0.037569094,0.12363585,0.071562886,-0.0066198683,0.07232229,-0.0055820304,-0.00025640853,0.09377555,0.003827293,0.038314242,-0.047886774,-0.88505065,-0.25640666,-0.0041634794,-0.18537289
308,5.150012,0.03723468,0.13962996,0.0649726,0.010000091,0.02620221,-0.0031707373,-0.0001819878,0.056597877,0.0010351024,-0.0010119379,-0.045661356,0.03721748,0.13872954,0.06488133,0.019997517,0.0523565,-0.0063413894,-0.000303313,0.094050996,0.0020702018,-0.002023873,-0.04562965,-0.9424782,0.1840696,0.018089794,-0.70831144
309,5.166679,0.03719824,-0.009648498,0.07781737,0.009297359,0.040411703,-0.003376115,-0.00020004327,0.05675296,0.0016446499,0.009215644,-0.045895595,0.037181094,-0.009648199,0.07766068,0.018592576,0.08064787,-0.006752128,-0.00033340545,0.09430718,0.003289288,0.018429201,-0.045863397,0.96960765,-0.62477344,-0.10463665,0.8845847
310,5.183346,0.03707544,-0.16579498,0.10074018,0.015697116,0.091952264,-0.0037024328,-0.00017448369,0.05701486,-0.004653327,-0.028093161,-0.04875014,0.03705846,-0.16429238,0.10040077,0.03138392,0.18185893,-0.00740473,-0.00029080614,0.09473978,-0.009306386,-0.056127273,-0.048711557,0.9999876,0.08481812,0.09582625,0.99975955
311,5.2000127,0.03806682,-0.09276711,0.0997168,-0.0038120262,0.08427606,-0.0027791527,-0.00014067712,0.05695155,0.0019950164,-0.014612023,-0.05038844,0.038048442,-0.092501916,0.0993876,-0.007623905,0.16697387,-0.005558248,-0.00023446186,0.0946352,0.0039900118,-0.029215729,-0.050345838,0.99954,0.48841864,-0.04278636,0.9977422
312,5.2166796,0.03750412,-0.016113237,0.09333064,-0.013959267,0.06957337,-0.0031749916,-0.0001276176,0.056719054,-0.0010212217,0.016897283,-0.05074482,0.03748655,-0.016111841,0.09306059,-0.027911283,0.1382556,-0.006349898,-0.000212696,0.09425117,-0.0020424407,0.033781707,-0.05070131,0.9748903,-0.24135129,0.007870869,0.9840284
313,5.2333465,0.037693955,0.060503494,0.07938918,-0.002225038,0.05499732,-0.0029723665,-0.00012512763,0.056682087,-0.0003211912,-0.0015449338,-0.049813084,0.037676115,0.060429774,0.079222806,-0.0044500465,0.10955317,-0.005944663,-0.00020854603,0.094190106,-0.0006423823,-0.0030898578,-0.049771924,0.19592853,0.3922353,0.045215096,0.68427354
314,5.2500134,0.037736747,0.13416411,0.070117176,-0.0032979092,0.04035135,-0.0029086375,-0.00013546193,0.056627203,0.0022034042,0.020443194,-0.047646824,0.037718844,0.13336489,0.070002496,-0.006595723,0.080527954,-0.0058172094,-0.00022576988,0.09409944,0.00440678,0.04086362,-0.0476108,-0.9326832,-0.2911799,-0.010126334,-0.09395728
315,5.2666802,0.03741815,0.11446428,0.06326167,0.010898754,0.017488087,-0.0033458206,-0.00017467752,0.0568089,0.0009052928,-0.0020508487,-0.04580214,0.037400696,0.11396698,0.063177414,0.021794057,0.034961917,-0.0066915415,-0.0002911292,0.09439958,0.0018105836,-0.0041016745,-0.04577014,-0.80006546,0.14474416,-0.009657262,-0.7474823
316,5.283347,0.03741116,-0.04052227,0.074380666,0.009474553,0.024643613,-0.0035254422,-0.00021004664,0.05696689,0.00003549992,0.0063478285,-0.046547126,0.037393715,-0.040500104,0.0742438,0.01894684,0.049247354,-0.0070507675,-0.00035007772,0.09466054,0.00007099984,0.012694975,-0.04651354,0.99501234,-0.57608026,-0.08538949,0.80352956
317,5.300014,0.037323616,-0.17959926,0.0979945,0.013882764,0.080559835,-0.0035324865,-0.00019219657,0.057198543,-0.0047042063,-0.027371638,-0.04962904,0.037306294,-0.1776928,0.09768202,0.027758395,0.15973979,-0.0070648557,-0.0003203276,0.09504316,-0.009408135,-0.054688655,-0.049588334,0.9999946,0.11465071,0.098718286,0.9995808
318,5.316681,0.03835343,-0.10352653,0.09846744,-0.005125318,0.079843014,-0.0025991108,-0.00015937354,0.05711335,0.0021211966,-0.012462618,-0.05144545,0.038334634,-0.10315826,0.098150425,-0.010250278,0.15834242,-0.0051981746,-0.00026562254,0.09490245,0.0042423676,-0.024920074,-0.051400114,0.9997587,0.42571914,-0.04686725,0.9975724
319,5.333348,0.037772797,-0.026869724,0.091590896,-0.013779918,0.06515355,-0.0030199834,-0.0001477465,0.05688384,-0.001155063,0.014943132,-0.051979434,0.03775484,-0.026863258,0.09133564,-0.02755286,0.12957454,-0.0060398933,-0.00024624416,0.09452336,-0.002310122,0.02987737,-0.05193267,0.9870629,-0.1950115,0.012854613,0.98080695
320,5.3500147,0.038005564,0.04977313,0.07814564,-0.0034027393,0.050599225,-0.0027908045,-0.00014625909,0.05682726,-0.0001376326,-0.00033457577,-0.051225286,0.037987277,0.04973207,0.077986956,-0.0068053734,0.1008544,-0.005581551,-0.00024376514,0.0944299,-0.0002752652,-0.0006691514,-0.051180527,0.48664457,0.35498396,0.037098866,0.64984214
321,5.3666816,0.038014438,0.12489385,0.0686713,-0.0036350829,0.036710184,-0.0027634967,-0.00015752712,0.05676678,0.0018881635,0.019243749,-0.04921211,0.037996136,0.12424849,0.06856356,-0.0072700377,0.073288724,-0.005526937,-0.0002625452,0.094330005,0.003776309,0.038468506,-0.04917242,-0.88522476,-0.2580161,-0.0048499918,-0.1831095
322,5.3833485,0.037668806,0.14004241,0.06200592,0.009728634,0.026627194,-0.0031381324,-0.00018457703,0.056928992,0.0009805763,-0.0010423213,-0.046940766,0.037651,0.13913403,0.061926574,0.019454813,0.0532041,-0.0062761824,-0.00030762836,0.09459794,0.00196115,-0.0020846396,-0.04690632,-0.9419371,0.18459234,0.01827555,-0.70818585
323,5.4000154,0.037635192,-0.009254713,0.074861884,0.009004799,0.04067107,-0.0033326899,-0.00020144251,0.057079196,0.0016180455,0.009228217,-0.047166064,0.037617434,-0.009254448,0.07472235,0.018007651,0.08116321,-0.006665281,-0.0003357375,0.09484604,0.0032360796,0.01845434,-0.04713112,0.96993226,-0.6253334,-0.10338549,0.8831841
324,5.4166822,0.03751657,-0.16533455,0.097834736,0.015413283,0.09220653,-0.0036537312,-0.00017432643,0.05733637,-0.0046023834,-0.028110411,-0.050010663,0.03749898,-0.16384435,0.09752378,0.030816806,0.18235059,-0.0073073325,-0.00029054403,0.0952708,-0.009204507,-0.056161664,-0.04996901,0.9999878,0.08324793,0.09693569,0.99975556
325,5.433349,0.038499348,-0.09226502,0.0968963,-0.004107841,0.08464562,-0.0027405615,-0.00013907423,0.05726813,0.0020913556,-0.014704822,-0.051638413,0.038480338,-0.09200409,0.096594185,-0.008215497,0.1676923,-0.005481068,-0.00023179037,0.09515809,0.004182687,-0.029401166,-0.051592562,0.99954396,0.49067196,-0.04365844,0.99771637
326,5.450016,0.03791589,-0.015608048,0.09058482,-0.014319526,0.06994323,-0.0031555153,-0.0001249706,0.057029635,-0.0010023562,0.016962716,-0.051984258,0.03789773,-0.015606781,0.090337865,-0.028631225,0.1389811,-0.006310947,-0.00020828431,0.09476418,-0.0020047096,0.033912424,-0.051937483,0.9749957,-0.24216829,0.007488826,0.9839435
327,5.466683,0.038102776,0.061011743,0.07667976,-0.0025398596,0.0553692,-0.0029566346,-0.00012158316,0.056987412,-0.00032885192,-0.0015393812,-0.051041912,0.038084347,0.060936153,0.07652982,-0.0050796755,0.11028794,-0.0059132003,-0.00020263859,0.09469444,-0.0006577037,-0.0030787527,-0.050997633,0.19680777,0.39269882,0.04480269,0.68250793
328,5.48335,0.03814818,0.13468762,0.067459136,-0.003608874,0.040733896,-0.0028913864,-0.00013106127,0.056927353,0.0021758717,0.02047754,-0.048864808,0.038129684,0.13387904,0.067356996,-0.007217623,0.08128803,-0.0057827085,-0.00021843544,0.09459524,0.004351716,0.040932197,-0.048825953,-0.9324099,-0.29159954,-0.01062678,-0.09546475
329,5.5000167,0.03783279,0.1150952,0.06068033,0.010611641,0.018027794,-0.0033231075,-0.00016929796,0.057104267,0.00085937453,-0.0020454023,-0.04700751,0.037814748,0.11458966,0.06060596,0.021220097,0.03603997,-0.006646117,-0.00028216324,0.09488745,0.0017187473,-0.004090782,-0.046972916,-0.8010383,0.14456439,-0.008984353,-0.7467734
330,5.5166836,0.037825454,-0.039856568,0.07187679,0.009191223,0.025294581,-0.0034936182,-0.00020339145,0.057257537,0.0000412612,0.006346464,-0.04773938,0.037807424,-0.039835475,0.07175326,0.018380377,0.05054605,-0.006987123,-0.00033898573,0.0951406,0.0000825224,0.012692247,-0.047703147,0.99496955,-0.5767397,-0.084320806,0.8049711
331,5.5333505,0.037738953,-0.17904848,0.0955251,0.01359849,0.08114624,-0.0035018045,-0.00018408288,0.057484433,-0.0046412903,-0.027403906,-0.050810177,0.037721045,-0.17715937,0.0952356,0.027190275,0.16088247,-0.0070034945,-0.00030680478,0.09551531,-0.009282314,-0.054752998,-0.050766498,0.9999946,0.113461286,0.09949545,0.99958247
332,5.5500174,0.0387548,-0.102978446,0.096024856,-0.005432003,0.080323234,-0.0025809144,-0.00015012028,0.05739412,0.002207255,-0.012544737,-0.05261556,0.03873541,-0.10261597,0.0957308,-0.010863579,0.15927863,-0.005161783,-0.00025020045,0.095366165,0.004414481,-0.02508421,-0.05256706,0.99975955,0.42832962,-0.047596764,0.9975613
333,5.5666842,0.038153857,-0.026319025,0.08921446,-0.014143629,0.065633655,-0.0030188612,-0.0001377086,0.057158552,-0.0011357747,0.015035498,-0.053138524,0.038135353,-0.02631295,0.088978514,-0.028279716,0.13051851,-0.006037649,-0.00022951432,0.09497711,-0.0022715454,0.030061936,-0.053088564,0.9870526,-0.19670564,0.012456726,0.9808434
334,5.583351,0.03838172,0.050326295,0.07579297,-0.003702307,0.051080182,-0.0027935086,-0.00013557843,0.05709696,-0.00014617643,-0.00035872962,-0.052373294,0.038362887,0.05028385,0.075648166,-0.0074044783,0.10180643,-0.005586959,-0.00022596405,0.09487538,-0.00029235287,-0.00071745913,-0.05232546,0.48542035,0.35637906,0.036851786,0.64966357
335,5.600018,0.038391743,0.12544812,0.066368885,-0.003951425,0.037188057,-0.0027645056,-0.00014624401,0.057031203,0.0018687607,0.019308709,-0.050349034,0.038372893,0.12479417,0.06627161,-0.007902686,0.07423927,-0.005528955,-0.00024374001,0.09476677,0.003737504,0.038598232,-0.050306533,-0.8853082,-0.25926754,-0.005435741,-0.18137424
336,5.616685,0.038048547,0.14045176,0.05974233,0.009457401,0.02707237,-0.0031352923,-0.00017270648,0.057188895,0.00093525095,-0.0010615792,-0.04806902,0.038030196,0.13953544,0.059671357,0.018912546,0.05409189,-0.0062705027,-0.00028784413,0.09502722,0.0018704997,-0.0021231552,-0.04803203,-0.9415486,0.18500133,0.018494286,-0.7078481
337,5.633352,0.038014747,-0.008853598,0.07260792,0.008720193,0.040989805,-0.0033208574,-0.00018889389,0.05733435,0.0015990436,0.009242088,-0.0482858,0.037996445,-0.008853367,0.0724806,0.017438618,0.08179645,-0.006641617,-0.00031482312,0.09526745,0.0031980763,0.01848207,-0.04824831,0.9701517,-0.62580085,-0.102415316,0.88215977
338,5.6500187,0.037897006,-0.16488545,0.095615245,0.01513831,0.09250367,-0.003638128,-0.00016084434,0.057586923,-0.0045621307,-0.028121851,-0.051121157,0.037878875,-0.16340727,0.095324926,0.030267373,0.18292505,-0.0072761276,-0.0002680739,0.09568457,-0.009124008,-0.05618447,-0.05107667,0.99998796,0.08200358,0.0978578,0.9997522
339,5.6666856,0.03887061,-0.09178756,0.09474118,-0.0043907524,0.0850263,-0.002732943,-0.00012474832,0.057513945,0.0021695844,-0.014776023,-0.052739266,0.038851045,-0.09153066,0.09445873,-0.008781279,0.16843216,-0.0054658316,-0.00020791385,0.09556405,0.004339142,-0.029543446,-0.052690424,0.99954695,0.49249658,-0.044369664,0.9976939
340,5.6833525,0.038267918,-0.015128272,0.088487595,-0.014651882,0.070324145,-0.0031634155,-0.0001101297,0.057269875,-0.0009876003,0.017019087,-0.053075477,0.038249247,-0.015127118,0.088257365,-0.02929538,0.13972814,-0.0063267467,-0.00018354949,0.095160976,-0.001975198,0.034025036,-0.053025696,0.97507167,-0.24281152,0.007170465,0.9838677
341,5.7000194,0.038450245,0.06149384,0.07460951,-0.0028330723,0.055751894,-0.0029674633,-0.00010633458,0.05722276,-0.00033629808,-0.0015309136,-0.052123442,0.03843131,0.061416443,0.07447138,-0.005666084,0.11104396,-0.005934857,-0.00017722428,0.095083155,-0.00067259604,-0.0030618177,-0.05207629,0.1973766,0.39307493,0.04449438,0.6810732
342,5.7166862,0.03849583,0.13518086,0.065427884,-0.003896206,0.04112534,-0.0029007366,-0.000115435956,0.0571579,0.0021537358,0.02050872,-0.049936477,0.038476825,0.13436341,0.065334685,-0.007792254,0.082065694,-0.005801408,-0.00019239326,0.09497603,0.004307445,0.04099445,-0.04989501,-0.93220425,-0.29192638,-0.011065896,-0.09658172
343,5.733353,0.03818097,0.11565819,0.05870925,0.010345964,0.018542102,-0.0033280668,-0.00015319721,0.05733037,0.00082005945,-0.0020374134,-0.04806817,0.03816243,0.11514522,0.05864189,0.020688975,0.037067212,-0.0066560353,-0.00025532866,0.09526088,0.0016401174,-0.0040748045,-0.04803118,-0.80170864,0.14438969,-0.008411567,-0.7460665
344,5.75002,0.03817139,-0.039267372,0.069964305,0.008931093,0.02589136,-0.0034907772,-0.00018657823,0.057479296,0.000045603723,0.006346738,-0.04878865,0.03815286,-0.039247204,0.06985037,0.017860286,0.051736485,-0.006981441,-0.0003109637,0.09550683,0.00009120745,0.012692794,-0.048749976,0.99493915,-0.5772473,-0.08346511,0.8061281
345,5.766687,0.03808373,-0.17853841,0.09363562,0.01333855,0.08168271,-0.0034998253,-0.00016642305,0.057701845,-0.004591476,-0.027427139,-0.051849443,0.038065325,-0.17666526,0.09336292,0.026670773,0.16192746,-0.0069995364,-0.00027737173,0.095874354,-0.009182694,-0.054799326,-0.05180303,0.99999464,0.112533174,0.10015954,0.9995835
346,5.783354,0.03908655,-0.10247024,0.09415436,-0.0057080775,0.080774665,-0.0025888178,-0.00013186492,0.05760691,0.0022776881,-0.012606866,-0.05364488,0.039066657,-0.10211309,0.093877114,-0.011415659,0.16015847,-0.0051775896,-0.00021977485,0.09571758,0.0045553446,-0.02520839,-0.05359348,0.99976027,0.4304057,-0.048218943,0.99755025
347,5.8000207,0.038467064,-0.025808794,0.08739412,-0.014462844,0.066085,-0.0030407386,-0.000119157565,0.057366,-0.001121742,0.015111639,-0.05415791,0.038448103,-0.025803065,0.0871723,-0.028917622,0.13140573,-0.0060814023,-0.00019859594,0.09531972,-0.0022434802,0.030214079,-0.05410502,0.9870485,-0.19801113,0.012127312,0.98085976
348,5.8166876,0.038689476,0.050838348,0.07398925,-0.0039686463,0.05153237,-0.0028181693,-0.00011683058,0.05729996,-0.00015495473,-0.00037333835,-0.05338269,0.038670182,0.050794594,0.07385453,-0.007937126,0.10270135,-0.005636279,-0.00019471764,0.095210664,-0.00030990946,-0.0007466766,-0.053332042,0.48456052,0.35746527,0.036652204,0.6494388
349,5.8333545,0.038699064,0.1259614,0.06460252,-0.0042279093,0.037638877,-0.0027874247,-0.0001273228,0.05722958,0.0018514289,0.019362677,-0.05134844,0.038679756,0.12529941,0.0645128,-0.008455617,0.07513588,-0.0055747917,-0.00021220466,0.09509441,0.0037028408,0.03870601,-0.051303357,-0.885346,-0.2602219,-0.0059321723,-0.18003732
350,5.8500214,0.038356353,0.14086331,0.058005933,0.009218397,0.027507417,-0.003154771,-0.0001536044,0.057383277,0.0008958621,-0.0010726862,-0.049060125,0.038337555,0.13993895,0.057940964,0.018434705,0.054959398,-0.006309458,-0.00025600733,0.095348254,0.0017917224,-0.002145369,-0.0490208,-0.94127136,0.18530871,0.01870545,-0.7074095
351,5.8666883,0.03832074,-0.008445261,0.070878,0.008473475,0.04132771,-0.0033325215,-0.00016952687,0.05752462,0.0015833175,0.009255374,-0.04926867,0.038301993,-0.00844506,0.07075955,0.016945329,0.082467705,-0.0066649443,-0.0002825448,0.09558168,0.0031666246,0.018508634,-0.049228843,0.97030234,-0.626184,-0.1016303,0.8814189
352,5.883355,0.038202047,-0.16444288,0.09390741,0.014900819,0.09281189,-0.0036466692,-0.00014103451,0.057773195,-0.004530154,-0.028129714,-0.052095275,0.038183473,-0.16297649,0.09363233,0.02979282,0.1835208,-0.007293209,-0.00023505751,0.09599217,-0.009060061,-0.056200147,-0.0520482,0.9999881,0.08102761,0.09863798,0.9997495
353,5.900022,0.039166737,-0.09132545,0.093080655,-0.0046337047,0.08539461,-0.0027478305,-0.00010456968,0.05769615,0.0022339863,-0.014830751,-0.05370436,0.03914672,-0.091072395,0.09281277,-0.009267144,0.16914779,-0.0054956055,-0.00017428279,0.095864944,0.0044679428,-0.029652808,-0.053652786,0.99954927,0.4939776,-0.044987183,0.9976749
354,5.916689,0.03854666,-0.014664413,0.086870566,-0.014932836,0.07069265,-0.0031910809,-0.00008984483,0.05744739,-0.0009775555,0.01706714,-0.05403155,0.038527578,-0.014663362,0.0866527,-0.029856795,0.14045069,-0.006382075,-0.00014974138,0.09545414,-0.0019551085,0.03412103,-0.05397903,0.9751263,-0.24331985,0.006904075,0.98380345
355,5.933356,0.03872425,0.061959438,0.07301104,-0.0030806563,0.05612187,-0.0029971208,-0.00008602916,0.05739612,-0.0003444549,-0.0015215501,-0.053070452,0.038704906,0.061880272,0.07288159,-0.006161235,0.111774735,-0.00599417,-0.00014338193,0.095369466,-0.00068890967,-0.003043091,-0.053020686,0.19768384,0.39340457,0.044238612,0.6799422
356,5.9500227,0.03876906,0.1356545,0.06385773,-0.004137289,0.041502308,-0.0029287767,-0.00009512043,0.05732723,0.0021336735,0.020537201,-0.0508743,0.038749646,0.13482846,0.06377107,-0.0082743885,0.082814515,-0.0058574863,-0.00015853404,0.095255695,0.004267321,0.04105132,-0.050830454,-0.93205756,-0.29219592,-0.011446363,-0.097331345
357,5.9666896,0.038453624,0.11616977,0.057184324,0.010124657,0.019011194,-0.0033521238,-0.00013277921,0.057496015,0.0007850587,-0.0020288825,-0.048996188,0.03843468,0.11564999,0.057122074,0.020246547,0.038004074,-0.006704147,-0.00022129867,0.095534444,0.0015701161,-0.0040577427,-0.048957016,-0.8021351,0.14423287,-0.007940573,-0.7454214
358,5.9833565,0.03844101,-0.038737092,0.068481006,0.008715712,0.026415873,-0.0035078903,-0.000165873,0.05764133,0.00004701293,0.006347616,-0.049706593,0.038422085,-0.038717728,0.06837416,0.01742966,0.052782647,-0.0070156655,-0.000276455,0.09577442,0.00009402586,0.012694551,-0.049665697,0.9949197,-0.57763565,-0.08274094,0.80697834
359,6.0000234,0.038351238,-0.17805836,0.092166565,0.01312378,0.082154736,-0.0035172177,-0.00014533116,0.057860278,-0.0045511937,-0.027444195,-0.05275819,0.038332447,-0.17620015,0.09190647,0.026241533,0.16284661,-0.0070343195,-0.00024221858,0.09613597,-0.009102136,-0.054833334,-0.052709296,0.99999464,0.11182325,0.10071894,0.99958384
360,6.0166903,0.039342336,-0.1019912,0.092699066,-0.005934693,0.08118434,-0.0026142048,-0.00011059365,0.057761528,0.0023355517,-0.012653638,-0.05454447,0.039322052,-0.10163902,0.09243445,-0.011868829,0.1609567,-0.005228362,-0.00018432275,0.0959729,0.0046710693,-0.025301874,-0.054490443,0.999761,0.43203676,-0.04876905,0.99754035
361,6.033357,0.038706463,-0.025328305,0.0859758,-0.014721942,0.06649466,-0.0030776085,-0.00009793498,0.057516277,-0.0011126592,0.015172999,-0.055048347,0.038687143,-0.02532289,0.08576459,-0.02943538,0.1322108,-0.0061551393,-0.00016322496,0.095567904,-0.0022253147,0.030336687,-0.05499281,0.98704755,-0.19898774,0.011857669,0.98086596
362,6.050024,0.0389239,0.051320203,0.07258159,-0.004185136,0.051942762,-0.002856842,-0.00009573211,0.057446614,-0.00016410102,-0.00038095284,-0.05426394,0.038904253,0.051275194,0.0724544,-0.008370076,0.10351341,-0.0057136216,-0.00015955351,0.09545285,-0.00032820203,-0.0007619055,-0.05421074,0.48390192,0.35830224,0.03645955,0.64923686
363,6.066691,0.038932562,0.12644438,0.06322138,-0.0044496856,0.03804878,-0.0028242818,-0.00010635788,0.05737251,0.0018339908,0.019406911,-0.052220486,0.038912904,0.1257748,0.063137285,-0.008899136,0.07595101,-0.0056485035,-0.00017726314,0.09533048,0.003667965,0.038794342,-0.05217307,-0.88537306,-0.26093495,-0.0063525178,-0.17894623
364,6.083358,0.038589828,0.14126837,0.056646407,0.009027334,0.027907412,-0.003188169,-0.0001327449,0.05752303,0.00086032925,-0.0010780841,-0.04992427,0.038570683,0.14033607,0.056585897,0.018052706,0.055756938,-0.0063762516,-0.00022124148,0.09557906,0.0017206568,-0.002156165,-0.049882833,-0.9410631,0.18552648,0.018882891,-0.7069643
365,6.1000247,0.038551852,-0.008042528,0.06952062,0.008278664,0.041648466,-0.003358869,-0.00014870554,0.0576611,0.0015681533,0.009266819,-0.05012496,0.038532764,-0.008042355,0.06940884,0.016555816,0.08310482,-0.006717637,-0.00024784254,0.09580707,0.0031362963,0.018531516,-0.05008302,0.9704164,-0.62648946,-0.100957304,0.88084537
366,6.1166916,0.038431503,-0.16401455,0.09256336,0.01471396,0.093101986,-0.0036700096,-0.000120112825,0.057906535,-0.0045041647,-0.028135434,-0.05294331,0.038412593,-0.1625595,0.0922999,0.029419428,0.18408139,-0.0073398873,-0.00020018803,0.09621236,-0.009008085,-0.05621155,-0.0528939,0.99998814,0.08024762,0.099303,0.9997472
367,6.1333585,0.039388068,-0.090882264,0.09177138,-0.004824536,0.0857311,-0.0027763243,-0.000083608604,0.057826273,0.0022877478,-0.014874158,-0.054543935,0.039367713,-0.09063287,0.09151461,-0.009648772,0.16980143,-0.0055525913,-0.00013934767,0.09607983,0.0045754635,-0.029739544,-0.05448991,0.9995511,0.49520105,-0.04554049,0.99765885
368,6.1500254,0.038752697,-0.014219932,0.08559348,-0.015153815,0.071029305,-0.0032302425,-0.00006906303,0.05757379,-0.0009715061,0.017107887,-0.054862674,0.03873331,-0.014218974,0.08538506,-0.030298354,0.14111064,-0.006460395,-0.00011510505,0.09566289,-0.0019430098,0.034202427,-0.054807696,0.9751681,-0.24370657,0.0066760085,0.98375064
369,6.1666923,0.03892616,0.062405203,0.07174572,-0.0032733344,0.05645975,-0.003037483,-0.000065473156,0.057519313,-0.00035344093,-0.0015114751,-0.053893093,0.038906515,0.06232432,0.07162287,-0.006546575,0.112442,-0.0060748914,-0.000109121924,0.09557292,-0.00070688175,-0.0030229408,-0.053840976,0.19783454,0.39366138,0.04400747,0.6790571
370,6.183359,0.038970135,0.13610637,0.06261196,-0.00432297,0.04184583,-0.002967356,-0.00007479683,0.0574473,0.0021142121,0.020561269,-0.05168836,0.03895042,0.1352721,0.06253027,-0.0086457245,0.0834968,-0.005934642,-0.00012466138,0.09545399,0.004228399,0.041099373,-0.051642377,-0.93195426,-0.29237682,-0.011788061,-0.097833805
371,6.200026,0.03865406,0.11664052,0.05597191,0.009955688,0.01942381,-0.0033868416,-0.000112600246,0.057613257,0.000752414,-0.0020194147,-0.049801365,0.038634818,0.11611442,0.05591353,0.019908747,0.03882809,-0.00677358,-0.00018766707,0.09572806,0.0015048268,-0.0040388075,-0.049760234,-0.8024203,0.14406294,-0.007547891,-0.7448572
372,6.216693,0.03863841,-0.03825319,0.06729753,0.008553318,0.026865672,-0.0035361303,-0.0001456773,0.057755876,0.000045573863,0.006347539,-0.05050269,0.038619194,-0.038234543,0.06719612,0.017104967,0.053679697,-0.007072143,-0.00024279549,0.095963575,0.000091147725,0.012694396,-0.0504598,0.9949072,-0.5779148,-0.08210549,0.8076024
373,6.23336,0.038546436,-0.17760804,0.09099108,0.012961331,0.08255984,-0.0035451725,-0.00012505574,0.05797208,-0.004517898,-0.027456803,-0.0535458,0.038527355,-0.17576379,0.09074079,0.025916856,0.16363522,-0.0070902263,-0.00020842622,0.096320584,-0.00903555,-0.054858476,-0.053494684,0.9999947,0.11124872,0.10120662,0.99958396
374,6.2500267,0.039527323,-0.101541445,0.09153303,-0.0061059017,0.08154373,-0.0026487657,-0.00009039555,0.057870463,0.002384537,-0.012690872,-0.05532362,0.03950675,-0.10119389,0.09127825,-0.012211196,0.16165677,-0.005297482,-0.00015065925,0.09615279,0.0047690375,-0.025376294,-0.055267245,0.9997616,0.43336883,-0.049279228,0.9975319
375,6.2666936,0.038877167,-0.024877457,0.084836885,-0.014919007,0.06685402,-0.0031218883,-0.00007800946,0.05762191,-0.0011076203,0.015223533,-0.055819035,0.03885759,-0.024872325,0.08463394,-0.029829163,0.1329169,-0.0062436955,-0.00013001576,0.09574235,-0.002215237,0.030437661,-0.055761132,0.9870478,-0.19975434,0.011633258,0.98086977
376,6.2833605,0.039090626,0.05177201,0.07144849,-0.0043471064,0.052302763,-0.0029021213,-0.00007612661,0.057549514,-0.00017366378,-0.00038543623,-0.05502614,0.039070725,0.051725805,0.07132716,-0.008693994,0.10422564,-0.0058041774,-0.00012687768,0.09562279,-0.00034732756,-0.0007708723,-0.05497067,0.48334575,0.35898727,0.03626472,0.64908695
377,6.3000274,0.039098594,0.12689717,0.062106796,-0.004614772,0.038408525,-0.0028676647,-0.000087062224,0.057472654,0.0018160387,0.019444041,-0.052974194,0.039078683,0.12622039,0.062027063,-0.009229282,0.07666631,-0.0057352665,-0.0001451037,0.09549586,0.0036320614,0.03886849,-0.052924696,-0.8854078,-0.26149803,-0.006714094,-0.1779861
378,6.3166943,0.038756106,0.14165516,0.055546295,0.008888038,0.028257292,-0.0032279892,-0.000113733746,0.057620835,0.00082754984,-0.001081029,-0.05067058,0.038736712,0.14071521,0.05548924,0.017774204,0.056454495,-0.0064558885,-0.00018955623,0.09574057,0.0016550982,-0.0021620546,-0.050627258,-0.94089514,0.18569933,0.01902172,-0.70656675
379,6.333361,0.038715918,-0.0076592863,0.06841826,0.008137322,0.041928496,-0.0033921846,-0.00012991355,0.057756536,0.0015526544,0.009276602,-0.05086393,0.038696583,-0.0076591363,0.0683117,0.016273208,0.08366098,-0.006784265,-0.00021652257,0.09596466,0.0031052988,0.018551076,-0.050820112,0.97051364,-0.626735,-0.10036066,0.8803562
